disability,limitation,accommodation
Parkinson's Disease,Executive Functioning Deficits,Job Coaches
Parkinson's Disease,Executive Functioning Deficits,Job Restructuring
Parkinson's Disease,Executive Functioning Deficits,Marginal Functions
Parkinson's Disease,Executive Functioning Deficits,Modified Break Schedule
Parkinson's Disease,Executive Functioning Deficits,Noise Canceling Earbuds
Parkinson's Disease,Executive Functioning Deficits,Noise Canceling Headsets
Parkinson's Disease,Executive Functioning Deficits,On-site Mentoring
Parkinson's Disease,Executive Functioning Deficits,"Recorded Directives, Messages, Materials"
Parkinson's Disease,Executive Functioning Deficits,Reminders
Parkinson's Disease,Executive Functioning Deficits,Sound Absorption and Sound Proof Panels
Parkinson's Disease,Executive Functioning Deficits,Speech Recognition Software
Parkinson's Disease,Executive Functioning Deficits,Sun Boxes and Lights
Parkinson's Disease,Executive Functioning Deficits,Sun Simulating Desk Lamps
Parkinson's Disease,Executive Functioning Deficits,Timers and Watches
Parkinson's Disease,Executive Functioning Deficits,Written Instructions
Parkinson's Disease,Memory Loss,Additional Training Time / Training Refreshers
Parkinson's Disease,Memory Loss,Apps for Memory
Parkinson's Disease,Memory Loss,Calendars and Planners
Parkinson's Disease,Memory Loss,Electronic Organizers
Parkinson's Disease,Memory Loss,Job Coaches
Parkinson's Disease,Memory Loss,Professional Organizers
Parkinson's Disease,Memory Loss,"Recorded Directives, Messages, Materials"
Parkinson's Disease,Memory Loss,Reminders
Parkinson's Disease,Memory Loss,Social Skill Builders
Parkinson's Disease,Memory Loss,Support Person
Parkinson's Disease,Memory Loss,Verbal Cues
Parkinson's Disease,Memory Loss,Visual Schedulers
Parkinson's Disease,Memory Loss,Written Instructions
Parkinson's Disease,Mental Confusion,Electronic Organizers
Parkinson's Disease,Mental Confusion,Job Coaches
Parkinson's Disease,Mental Confusion,Marginal Functions
Parkinson's Disease,Mental Confusion,On-site Mentoring
Parkinson's Disease,Mental Confusion,"PDAs, Notetakers, and Laptops"
Parkinson's Disease,Mental Confusion,Professional Organizers
Parkinson's Disease,Mental Confusion,Reminders
Parkinson's Disease,Mental Confusion,Social Skill Builders
Parkinson's Disease,Mental Confusion,Supervisory Methods
Parkinson's Disease,Mental Confusion,Training Modifications
Parkinson's Disease,Mental Confusion,Written Instructions
Parkinson's Disease,Organizing/Planning/Prioritizing,Applications (apps)
Parkinson's Disease,Organizing/Planning/Prioritizing,Apps for Organization/ Time Management
Parkinson's Disease,Organizing/Planning/Prioritizing,Calendars and Planners
Parkinson's Disease,Organizing/Planning/Prioritizing,"Color-coded Manuals, Outlines, and Maps"
Parkinson's Disease,Organizing/Planning/Prioritizing,Electronic Organizers
Parkinson's Disease,Organizing/Planning/Prioritizing,Ergonomic Equipment
Parkinson's Disease,Organizing/Planning/Prioritizing,Job Coaches
Parkinson's Disease,Organizing/Planning/Prioritizing,Job Restructuring
Parkinson's Disease,Organizing/Planning/Prioritizing,On-site Mentoring
Parkinson's Disease,Organizing/Planning/Prioritizing,Organization Software
Parkinson's Disease,Organizing/Planning/Prioritizing,Personal On-Site Paging Devices
Parkinson's Disease,Organizing/Planning/Prioritizing,Professional Organizers
Parkinson's Disease,Organizing/Planning/Prioritizing,Reminders
Parkinson's Disease,Organizing/Planning/Prioritizing,Supervisory Methods
Parkinson's Disease,Organizing/Planning/Prioritizing,Task Identification
Parkinson's Disease,Organizing/Planning/Prioritizing,Task Separation
Parkinson's Disease,Organizing/Planning/Prioritizing,Timers and Watches
Parkinson's Disease,Organizing/Planning/Prioritizing,Visual Schedulers
Parkinson's Disease,Organizing/Planning/Prioritizing,Written Instructions
Parkinson's Disease,Overall Body Coordination,Canes
Parkinson's Disease,Overall Body Coordination,Convex Mirrors
Parkinson's Disease,Overall Body Coordination,Ergonomic and Pneumatic Tools
Parkinson's Disease,Overall Body Coordination,Long-Handled Mirrors
Parkinson's Disease,Overall Body Coordination,Personal Transportation and Mobility Products
Parkinson's Disease,Overall Body Coordination,Rollators and Rolling Walkers
Parkinson's Disease,Overall Body Coordination,Scooters
Parkinson's Disease,Overall Body Coordination,Telescoping Cameras
Parkinson's Disease,Overall Body Coordination,Walkers
Parkinson's Disease,Overall Body Coordination,Walkers with Seats
Parkinson's Disease,Overall Body Weakness/Strength,Animal Lift Tables
Parkinson's Disease,Overall Body Weakness/Strength,Battery Powered Lift Tables
Parkinson's Disease,Overall Body Weakness/Strength,Compact Material Handling
Parkinson's Disease,Overall Body Weakness/Strength,Lift Tables
Parkinson's Disease,Overall Body Weakness/Strength,Linen Carts
Parkinson's Disease,Overall Body Weakness/Strength,Multi-Purpose Carts
Parkinson's Disease,Overall Body Weakness/Strength,Patient Lifts (General)
Parkinson's Disease,Overall Body Weakness/Strength,Adjustable and Ergonomic School Desks and Equipment
Parkinson's Disease,Overall Body Weakness/Strength,Anti-fatigue Matting
Parkinson's Disease,Overall Body Weakness/Strength,Elevating Wheelchairs
Parkinson's Disease,Overall Body Weakness/Strength,Ergonomic  and Adjustable Office Chairs
Parkinson's Disease,Overall Body Weakness/Strength,Ergonomic Equipment
Parkinson's Disease,Overall Body Weakness/Strength,Foldable / Transport Wheelchairs
Parkinson's Disease,Overall Body Weakness/Strength,Forearm Support
Parkinson's Disease,Overall Body Weakness/Strength,Grab Bars
Parkinson's Disease,Overall Body Weakness/Strength,Independent Living Aids
Parkinson's Disease,Overall Body Weakness/Strength,Large-Rated Scooters
Parkinson's Disease,Overall Body Weakness/Strength,Large-Rated Wheelchairs
Parkinson's Disease,Overall Body Weakness/Strength,Office Chairs with Brakes and Locking Casters
Parkinson's Disease,Overall Body Weakness/Strength,Personal Safety and Fall Alert Devices
Parkinson's Disease,Overall Body Weakness/Strength,Personal Transportation and Mobility Products
Parkinson's Disease,Overall Body Weakness/Strength,Power Assist for Manual Wheelchairs
Parkinson's Disease,Overall Body Weakness/Strength,Scooters
Parkinson's Disease,Overall Body Weakness/Strength,Stair Lifts
Parkinson's Disease,Overall Body Weakness/Strength,Stand-lean Stools
Parkinson's Disease,Overall Body Weakness/Strength,Stand-up Wheelchairs
Parkinson's Disease,Overall Body Weakness/Strength,Toileting Aids
Parkinson's Disease,Overall Body Weakness/Strength,Walkers
Parkinson's Disease,Overall Body Weakness/Strength,Walkers with Seats
Parkinson's Disease,Overall Body Weakness/Strength,Wearable Anti-fatigue Matting
Parkinson's Disease,Overall Body Weakness/Strength,Wheelchairs
Parkinson's Disease,Overall Body Weakness/Strength,Worksite Redesign / Modified Workspace
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Aide/Assistant/Attendant
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Alternative Input Devices
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Alternative Keyboards
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Alternative Mice
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Alternative Mice - Limiting Tremors
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Augmentative and Alternative Communication (AAC) Device
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Auto-dialers
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Book Holders
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Breath and Mouth Controlled Alternative Computer Input Devices
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Compact Material Handling
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Door Knob Grips and Handles
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Eating Aids
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Ergonomic and Pneumatic Tools
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Ergonomic Equipment
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Expanded Keyboards
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Extra Grip Gloves
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Forearm Support
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Grip Aids
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Hands Free Resuscitation Devices
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Hands-free Telephones
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Job Restructuring
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Keyguards
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Money Handling Products
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,On-Screen Keyboards
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,One-Handed Keyboards
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Outgoing Voice Amplification - Telephone
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Padded Edging
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Page Turners
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Periodic Rest Breaks
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Personal On-Site Paging Devices
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Protective Eyewear
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Scribe/Notetaker
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Speech Recognition Software
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Switches
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Tongue Touch Keyboards/Mice
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Tool Balancers
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Typing / Keyboarding Aids
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Vacuum Lifts
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Vacuum Pickup Tools
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Voice Amplification
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Voice Recognition Memory Devices
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Word Prediction/Completion and Macro Software
Parkinson's Disease,Spasm/Tic/Tremor/Blinking,Writing Aids
Parkinson's Disease,Stress Intolerance,Apps for Anxiety and Stress
Parkinson's Disease,Stress Intolerance,Behavior Modification Techniques
Parkinson's Disease,Stress Intolerance,Counseling/Therapy
Parkinson's Disease,Stress Intolerance,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Parkinson's Disease,Stress Intolerance,Flexible Schedule
Parkinson's Disease,Stress Intolerance,Job Restructuring
Parkinson's Disease,Stress Intolerance,Marginal Functions
Parkinson's Disease,Stress Intolerance,Modified Break Schedule
Parkinson's Disease,Stress Intolerance,Supervisory Methods
Parkinson's Disease,Stress Intolerance,Support Animal
Parkinson's Disease,Stress Intolerance,Support Person
Parkinson's Disease,Take Medication,Flexible Schedule
Parkinson's Disease,Take Medication,Medication Reminders
Parkinson's Disease,Take Medication,Policy Modification
Parkinson's Disease,Take Medication,Rest Area/Private Space
Parkinson's Disease,Take Medication,"Telework, Work from Home, Working Remotely"
Parkinson's Disease,Unable to Work Alone,Alerting Devices
Parkinson's Disease,Unable to Work Alone,Apps for Anxiety and Stress
Parkinson's Disease,Unable to Work Alone,Apps for Memory
Parkinson's Disease,Unable to Work Alone,Behavior Modification Techniques
Parkinson's Disease,Unable to Work Alone,Counseling/Therapy
Parkinson's Disease,Unable to Work Alone,Disability Awareness/Etiquette Training
Parkinson's Disease,Unable to Work Alone,Employee Assistance Program
Parkinson's Disease,Unable to Work Alone,Flexible Schedule
Parkinson's Disease,Unable to Work Alone,Job Restructuring
Parkinson's Disease,Unable to Work Alone,Plan of Action
Parkinson's Disease,Unable to Work Alone,Supervisory Methods
Parkinson's Disease,Unable to Work Alone,Support Animal
Parkinson's Disease,Unable to Work Alone,Support Person
Parkinson's Disease,Walking,Accessories for Scooters
Parkinson's Disease,Walking,Aide/Assistant/Attendant
Parkinson's Disease,Walking,All-Terrain Scooters
Parkinson's Disease,Walking,All-Terrain Wheelchairs
Parkinson's Disease,Walking,Anti-fatigue Matting
Parkinson's Disease,Walking,Boat Access
Parkinson's Disease,Walking,Ergonomic and Pneumatic Tools
Parkinson's Disease,Walking,Examination and Procedures Chair
Parkinson's Disease,Walking,Foldable / Transport Wheelchairs
Parkinson's Disease,Walking,Head Support for Wheelchairs
Parkinson's Disease,Walking,Large-Rated Scooters
Parkinson's Disease,Walking,Large-Rated Wheelchairs
Parkinson's Disease,Walking,Low Task Chair
Parkinson's Disease,Walking,Personal Transportation and Mobility Products
Parkinson's Disease,Walking,Reclining Wheelchairs
Parkinson's Disease,Walking,Rollators and Rolling Walkers
Parkinson's Disease,Walking,Scooters
Parkinson's Disease,Walking,Scooters for Small Stature
Parkinson's Disease,Walking,Stair Assists
Parkinson's Disease,Walking,Stools for Cutting Hair
Parkinson's Disease,Walking,"Telework, Work from Home, Working Remotely"
Parkinson's Disease,Walking,Van Conversion
Parkinson's Disease,Walking,Walkers
Parkinson's Disease,Walking,Walkers for Tall Individuals
Parkinson's Disease,Walking,Walkers with Seats
Parkinson's Disease,Walking,Wearable Anti-fatigue Matting
Parkinson's Disease,Walking,Wheelchair Accessible Scales
Parkinson's Disease,Walking,Wheelchair Carts/Trailers
Parkinson's Disease,Walking,Wheelchair Mounts
Parkinson's Disease,Walking,Wheelchairs
Parkinson's Disease,Walking,Wheelchairs for Small Stature
Parkinson's Disease,Walking,Worksite Redesign / Modified Workspace
Parkinson's Disease,Commute,Flexible Schedule
Parkinson's Disease,Commute,Ridesharing/Carpooling
Parkinson's Disease,Commute,"Telework, Work from Home, Working Remotely"
Parkinson's Disease,Commute,Transportation Assistance
Parkinson's Disease,Commute,Van Conversion
Parkinson's Disease,Off Site Access,Accessible Vehicles
Parkinson's Disease,Off Site Access,Accessories for Scooters
Parkinson's Disease,Off Site Access,All-Terrain Scooters
Parkinson's Disease,Off Site Access,All-Terrain Wheelchairs
Parkinson's Disease,Off Site Access,Examination and Procedures Chair
Parkinson's Disease,Off Site Access,Flexible Schedule
Parkinson's Disease,Off Site Access,Head Support for Wheelchairs
Parkinson's Disease,Off Site Access,Low Task Chair
Parkinson's Disease,Off Site Access,Personal Transportation and Mobility Products
Parkinson's Disease,Off Site Access,Scooters
Parkinson's Disease,Off Site Access,Stair Assists
Parkinson's Disease,Off Site Access,"Telework, Work from Home, Working Remotely"
Parkinson's Disease,Off Site Access,Transportation Assistance
Parkinson's Disease,Off Site Access,Van Conversion
Parkinson's Disease,Off Site Access,Wheelchair Accessible Scales
Parkinson's Disease,Off Site Access,Wheelchair Carts/Trailers
Parkinson's Disease,Off Site Access,Wheelchair Mounts
Parkinson's Disease,Parking,Accessible Parking Space
Parkinson's Disease,Parking,Flexible Schedule
Parkinson's Disease,Parking,"Telework, Work from Home, Working Remotely"
Parkinson's Disease,Parking,Wheelchairs
Parkinson's Disease,Safety Standards,Additional Training Time / Training Refreshers
Parkinson's Disease,Safety Standards,Aerial Lifts
Parkinson's Disease,Safety Standards,Alerting Devices
Parkinson's Disease,Safety Standards,Body Protection
Parkinson's Disease,Safety Standards,Break Reminder Software
Parkinson's Disease,Safety Standards,Custom Shoes
Parkinson's Disease,Safety Standards,Cut and Puncture Resistant Gloves and Sleeves
Parkinson's Disease,Safety Standards,Designated Responders
Parkinson's Disease,Safety Standards,Ergonomic Assessments
Parkinson's Disease,Safety Standards,Ergonomic Equipment
Parkinson's Disease,Safety Standards,Fall Protection
Parkinson's Disease,Safety Standards,Machine Guards and Shields
Parkinson's Disease,Safety Standards,Personal Safety and Fall Alert Devices
Parkinson's Disease,Safety Standards,Plan of Action
Parkinson's Disease,Safety Standards,Rolling Safety Ladders
Parkinson's Disease,Safety Standards,Stair Tread/Textured Tape
Parkinson's Disease,Safety Standards,Task Rotation
Parkinson's Disease,Safety Standards,Vehicle Rear Vision System
Parkinson's Disease,Safety Standards,Workplace Safety
Parkinson's Disease,Safety Standards,Established Routes of Travel for Heavy Equipment/Vehicles
Parkinson's Disease,Use Cognitive Function,Additional Training Time / Training Refreshers
Parkinson's Disease,Use Cognitive Function,Aide/Assistant/Attendant
Parkinson's Disease,Use Cognitive Function,Color Coded System
Parkinson's Disease,Use Cognitive Function,Counting/Measuring Aids
Parkinson's Disease,Use Cognitive Function,Electronic Dictionaries
Parkinson's Disease,Use Cognitive Function,Electronic Organizers
Parkinson's Disease,Use Cognitive Function,Extra Time
Parkinson's Disease,Use Cognitive Function,"Fractional, Decimal, Statistical, or Scientific Calculators"
Parkinson's Disease,Use Cognitive Function,Job Coaches
Parkinson's Disease,Use Cognitive Function,Line Guides
Parkinson's Disease,Use Cognitive Function,Marginal Functions
Parkinson's Disease,Use Cognitive Function,Modified Break Schedule
Parkinson's Disease,Use Cognitive Function,On-site Mentoring
Parkinson's Disease,Use Cognitive Function,Personal On-Site Paging Devices
Parkinson's Disease,Use Cognitive Function,Professional Organizers
Parkinson's Disease,Use Cognitive Function,Reassignment
Parkinson's Disease,Use Cognitive Function,Reminders
Parkinson's Disease,Use Cognitive Function,Service Animal
Parkinson's Disease,Use Cognitive Function,Social Skill Builders
Parkinson's Disease,Use Cognitive Function,Support Person
Parkinson's Disease,Use Cognitive Function,Training Modifications
Parkinson's Disease,Use Cognitive Function,Uninterrupted Work Time
Parkinson's Disease,Work Site Access,Accessible Toilets and Toilet Seats
Parkinson's Disease,Work Site Access,Accessories for Scooters
Parkinson's Disease,Work Site Access,Adjustable Workstations for Industrial Settings
Parkinson's Disease,Work Site Access,Adjustable Workstations for Office Settings
